BLND-208	blender	200	cameras-and-rendering	Cameras and Rendering	15.4,15.8	eevee,cycles,focal length,render output
BLND-209	blender	200	rigging-basics	Rigging Basics	AV.17.8	armature,bones,parenting,weight painting
BLND-210	blender	200	keyframe-animation-basics	Keyframe Animation Basics	AV.17.8	keyframes,timeline,dopesheet,graph editor
BLND-211	blender	200	game-ready-export	Game-Ready Export	AV.17.8,GD.17.1	fbx export,gltf,unreal export
BLND-212	blender	200	poly-budget-and-lods	Poly Budget and LODs	AV.17.8,GD.18.8	poly count,triangles,lods,decimate
BLND-301	blender	300	retopology	Retopology	AV.17.8	retopo,snapping,shrinkwrap,quad draw
BLND-302	blender	300	modular-kit-building	Modular Kit Building	AV.17.8,GD.18.1	grid snapping,modular wall,pivot alignment
UE-101	unreal	100	interface-and-navigation	Interface and Navigation	GD.17.1	unreal viewport,content browser,outliner,details panel
UE-102	unreal	100	project-setup-and-folder-structure	Project Setup and Folder Structure	GD.17.1,4.5	ue5 project,template,content folders
UE-103	unreal	100	placing-and-transforming-actors	Placing and Transforming Actors	GD.17.1	actors,static mesh actor,transforms,snapping
UE-104	unreal	100	importing-assets	Importing Assets	GD.17.1,AV.17.8	fbx import,collision setup,nanite import
UE-105	unreal	100	materials-basics	Materials Basics	AV.17.1,GD.17.1	material editor,base color,roughness,instance
UE-106	unreal	100	lighting-basics	Lighting Basics	GD.17.3	directional light,sky light,lumen,post process volume
UE-201	unreal	200	blueprint-fundamentals	Blueprint Fundamentals	GD.17.6	blueprint,nodes,execution pin,event graph
UE-202	unreal	200	variables-and-flow-control	Variables and Flow Control	GD.17.6	branch,if,variables,integer,boolean,float
UE-203	unreal	200	input-and-character-movement	Input and Character Movement	GD.17.6,GD.17.7	enhanced input,character movement,wasd
UE-204	unreal	200	collision-and-triggers	Collision and Triggers	GD.17.6,GD.17.7	trigger volume,overlap,on component begin overlap
UE-205	unreal	200	ui-widgets-and-hud	UI Widgets and HUD	GD.20.2	umg,widget blueprint,hud,button,progress bar
UE-206	unreal	200	level-blockout-workflow	Level Blockout Workflow	GD.17.8	greybox,geometry brushes,modeling mode
UE-207	unreal	200	landscape-and-environment	Landscape and Environment	GD.18.1	landscape mode,sculpting,foliage mode
UE-208	unreal	200	audio-in-engine	Audio in Engine	15.6	sound wave,meta sound,audio attenuation
UE-209	unreal	200	packaging-a-build	Packaging a Build	GD.18.9	package project,win64 build,shipping config
UE-210	unreal	200	performance-and-profiling	Performance and Profiling	GD.18.8	stat fps,stat unit,gpu visualizer,profiling
UE-301	unreal	300	nanite-and-lumen	Nanite and Lumen	GD.18.8,GD.19.2	nanite mesh,lumen global illumination,virtual shadow maps
UE-302	unreal	300	data-tables-and-save-systems	Data Tables and Save Systems	GD.17.6	data table,struct,save game object
GAME-101	gamedesign	100	what-is-a-game	What Is a Game	GD.19.1	game definition,rules,goals,feedback loop
GAME-102	gamedesign	100	the-core-loop	The Core Loop	GD.17.7	core loop,action,reward,expansion
GAME-103	gamedesign	100	genres-and-player-profiles	Genres and Player Profiles	GD.19.1	bartle taxonomy,achiever,explorer,socializer,killer
GAME-104	gamedesign	100	mechanics-dynamics-aesthetics	Mechanics, Dynamics, Aesthetics	GD.17.7	mda framework,mechanics,dynamics,aesthetics
GAME-105	gamedesign	100	level-design-basics	Level Design Basics	GD.17.8	level flow,pacing,chokepoints,sightlines
GAME-106	gamedesign	100	player-guidance-and-affordance	Player Guidance and Affordance	GD.17.3	affordance,lighting guidance,yellow paint,composition
GAME-107	gamedesign	100	narrative-in-games	Narrative in Games	15.1,GD.18.4	environmental storytelling,narrative design,dialogue
GAME-108	gamedesign	100	ux-and-ui-principles	UX and UI Principles	GD.20.2,DC.20.5	diegetic ui,non diegetic,user experience,hud
GAME-109	gamedesign	100	accessibility-in-games	Accessibility in Games	GD.20.3,DGA.20.2	subtitles,colorblind mode,remapping,accessibility
GAME-201	gamedesign	200	systems-and-balancing	Systems and Balancing	GD.18.7	spreadsheet balancing,math,dps,stat scaling
GAME-202	gamedesign	200	economy-and-progression	Economy and Progression	GD.18.7	currency sink,faucet,progression tree,xp curve
GAME-203	gamedesign	200	game-feel-and-feedback	Game Feel and Feedback	GD.17.7	juice,screen shake,hitstop,particle FX,sfx
GAME-204	gamedesign	200	playtesting-methods	Playtesting Methods	GD.18.6	blind playtest,questionnaire,observation,iteration
GAME-205	gamedesign	200	worldbuilding-and-environmental-storytelling	Worldbuilding and Environmental Storytelling	GD.18.4	lore,world bible,prop placement
GAME-206	gamedesign	200	monetization-models	Monetization Models	GD.19.4	premium,free to play,battle pass,dlc
GAME-207	gamedesign	200	multiplayer-and-networking-concepts	Multiplayer and Networking Concepts	GD.19.2	client server,replication,latency,ping
GAME-208	gamedesign	200	rapid-prototyping	Rapid Prototyping	GD.18.2	paper prototype,greybox prototype,game jam
